Date,Unnamed: 0,Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
2023-04-12,7382,6001435103,7400,Alameda ,94552,Castro Valley,-121.9830876,37.6518042,6.84,6.91,5-10%,0.037,18.01,8.235147338,16.96,0.021,7.48,307.11,20.42,8.06,2.57,0.08,21.81,312.8003337,40.39,1703.376788,82.04,0.0,0.0,18.7,67.1,0.0,0.0,1.0,13.12,0.0,0.0,22.82,2.81,7.02,25.39,17.21,3.73,20.67,7.98,13.66,6.6,27.97,4.7,35.73,6.2,2.51,8.7,74.37,8.8,8.3,23.48,2.43,11.61
2023-07-08,7383,6075031000,3520,San Francisco,94112,San Francisco,-122.4571587,37.7286172,6.84,6.9,5-10%,0.028,3.15,8.630051937,27.41,0.164,54.86,257.97,13.56,49.29,50.47,0.0,0.0,427.3800049,44.23,561.6222348,25.63,9.0,60.78,0.2,1.53,0.025,16.41,0.0,0.0,1.0,33.24,25.74,3.17,11.95,34.72,32.9,3.74,20.89,7.45,9.92,5.5,23.28,4.3,33.01,10.1,9.46,2.3,6.24,13.8,29.98,20.81,2.16,8.87
2023-12-27,7384,6095252910,5820,Solano ,95687,Vacaville,-121.9444369,38.3401253,6.82,6.89,5-10%,0.043,33.22,7.605855197,10.26,0.055,19.91,264.62,14.47,16.16,8.6,0.38,33.6,488.8776754,46.32,398.5248068,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.03,1.85,0.88,77.03,83.44,2.45,4.08,15.25,68.1,6.6,27.97,2.3,18.31,14.5,19.28,3.5,17.35,10.2,13.19,35.55,3.69,28.22
2023-05-26,7386,6081611000,6663,San Mateo,94061,Redwood City,-122.2335642,37.4662884,6.81,6.86,5-10%,0.031,7.85,8.077413799,14.46,0.103,38.31,400.53,34.58,56.05,60.07,0.0,0.0,87.05470023,25.21,536.9983514,23.73,0.0,0.0,31.0,81.11,0.01,8.74,0.0,0.0,0.0,0.0,23.01,2.83,7.18,44.8,48.53,2.95,8.69,8.81,19.58,11.3,45.16,0.6,2.95,14.2,18.64,3.0,11.93,12.9,25.31,23.2,2.41,11.3
2023-06-10,7390,6081608502,2749,San Mateo,94403,San Mateo,-122.2825353,37.5317305,6.78,6.81,5-10%,0.03,6.33,8.448162623,21.63,0.279,74.05,587.29,56.59,23.58,16.14,0.0,0.0,286.9646657,39.17,2276.202759,90.46,9.0,60.78,51.25,90.88,0.0,0.0,1.0,13.12,1.0,33.24,38.57,4.75,43.51,21.99,11.7,3.33,13.5,4.75,0.64,3.4,13.09,6.1,43.45,11.6,12.78,1.2,1.28,12.7,24.16,13.78,1.43,2.96
2023-01-29,7392,6097153404,4392,Sonoma ,95472,Sebastopol,-122.8272234,38.3819817,6.77,6.78,5-10%,0.03,6.24,6.631714822,5.5,0.052,18.81,634.4,60.47,34.39,29.37,38.92,70.92,0.00259105,0.54,441.9531446,16.81,0.0,0.0,30.65,80.73,0.0,0.0,6.0,59.92,0.0,0.0,26.76,3.29,13.76,33.85,31.7,2.5,4.54,9.04,21.44,1.2,2.58,0.0,0.0,19.0,29.41,3.9,22.06,17.3,48.17,19.84,2.06,7.78
2023-07-12,7394,6097154302,3369,Sonoma ,95465,Occidental,-122.9858107,38.3754621,6.76,6.76,5-10%,0.031,8.05,5.994869087,3.12,0.005,2.24,792.17,86.67,35.32,30.75,6.32,56.3,0.0011089,0.21,212.6255982,4.58,0.0,0.0,8.0,42.66,0.0,0.0,10.0,84.2,3.5,65.31,28.81,3.55,18.0,13.32,2.39,5.0,52.36,6.4,4.91,4.6,19.03,0.0,0.0,23.4,38.69,3.0,11.93,10.6,14.8,18.39,1.91,6.34
2023-11-17,7395,6001450742,5226,Alameda ,94566,Pleasanton,-121.8275908,37.6673926,6.76,6.75,5-10%,0.042,30.68,8.292484129,18.01,0.058,21.23,617.43,59.01,17.27,9.5,22.58,67.01,128.9769338,30.11,744.703404,39.91,0.0,0.0,25.0,75.62,0.02,10.06,4.0,44.59,9.75,90.04,37.64,4.63,40.54,25.08,16.63,3.83,22.65,7.67,11.34,2.9,10.31,3.9,30.19,9.2,7.63,1.8,3.31,7.5,4.91,14.07,1.46,3.14
2023-10-17,7396,6085511500,8127,Santa Clara,94305,Stanford,-122.1679203,37.4143048,6.76,6.73,5-10%,0.033,10.47,8.156830005,15.66,0.299,76.35,481.88,47.0,41.67,39.58,3.21,51.36,99.51853437,27.17,907.2681474,52.08,71.4,98.3,163.7,98.69,1.15,83.64,2.0,24.15,1.25,36.51,49.39,6.08,73.85,8.1,0.25,3.62,18.57,6.27,4.46,3.3,12.41,4.2,32.23,9.1,7.36,2.0,4.27,9.9,12.16,10.72,1.11,1.46
2023-04-06,7399,6085504308,4339,Santa Clara,95132,San Jose,-121.8137292,37.4096778,6.73,6.7,5-10%,0.04,24.68,7.96773025,12.99,0.006,2.55,502.18,49.31,28.65,22.23,0.0,0.0,72.32700093,23.64,315.6432069,9.13,1.0,18.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29,1.64,0.32,30.77,26.4,5.04,53.46,10.71,35.72,12.9,49.79,16.9,80.89,16.0,22.39,3.7,19.73,14.1,31.55,39.7,4.12,34.93
2023-05-27,7400,6075021500,5435,San Francisco,94131,San Francisco,-122.426705,37.7450512,6.73,6.68,5-10%,0.028,2.31,8.616685211,26.82,0.258,71.3,257.97,13.56,51.72,53.6,0.0,0.0,475.0523376,45.89,338.0134811,10.23,0.0,0.0,7.75,41.69,0.5,70.25,0.0,0.0,0.0,0.0,26.1,3.21,12.53,30.42,25.6,3.64,19.0,6.25,4.41,4.1,16.82,2.2,17.48,14.1,18.4,5.9,47.45,11.8,20.05,20.19,2.09,8.15
2023-11-14,7412,6001442000,3232,Alameda ,94539,Fremont,-121.9351067,37.5592488,6.64,6.53,5-10%,0.038,19.61,8.256741204,17.26,0.127,45.18,408.17,36.57,14.78,7.4,0.01,10.42,93.99663287,26.29,2011.463008,87.25,3.75,36.92,15.0,60.64,0.0,0.0,0.0,0.0,0.0,0.0,27.34,3.36,15.01,21.01,10.37,2.99,9.08,9.87,28.61,6.8,28.84,6.5,45.32,2.7,0.11,4.8,33.92,5.8,2.07,19.04,1.97,7.0
2023-06-06,7413,6001404200,3849,Alameda ,94611,Oakland,-122.2344651,37.8361078,6.63,6.52,5-10%,0.029,4.14,9.207915832,40.72,0.235,67.94,108.41,3.93,44.41,43.14,0.0,0.0,771.1553345,55.93,560.2984072,25.54,4.5,42.96,22.8,72.78,0.2,54.51,0.0,0.0,2.0,51.98,34.93,4.3,32.88,17.13,5.61,3.52,16.63,6.93,7.34,2.6,8.71,2.0,15.38,7.0,3.74,8.1,70.02,5.4,1.59,14.87,1.54,3.68
2023-05-19,7414,6085509802,3134,Santa Clara,94040,Mountain View,-122.0823435,37.3787632,6.63,6.51,5-10%,0.035,13.48,8.042797054,13.96,0.147,50.52,567.03,55.12,60.58,66.48,0.0,0.0,112.3333308,28.47,1287.594262,71.88,10.1,64.16,2.5,18.91,0.05,26.37,5.0,52.0,0.0,0.0,35.75,4.4,34.95,18.96,7.84,2.66,5.72,10.21,31.54,4.9,20.52,3.9,30.19,8.1,5.54,2.2,5.53,8.8,8.3,14.53,1.51,3.46
2023-08-27,7415,6085506605,4342,Santa Clara,95130,San Jose,-121.9693447,37.2973663,6.62,6.49,5-10%,0.038,19.59,8.227210843,16.84,0.122,43.85,289.69,18.44,61.57,67.88,0.0,0.0,117.6726659,28.92,1058.943558,61.78,1.1,19.43,2.5,18.91,0.01,8.74,1.0,13.12,0.0,0.0,25.45,3.13,11.28,20.68,10.02,4.04,27.6,5.63,2.26,3.6,14.12,9.9,60.92,18.8,29.02,2.8,10.14,12.5,23.25,20.39,2.11,8.37
2023-07-18,7421,6001420100,2454,Alameda ,94706,Albany,-122.2910214,37.8947731,6.6,6.42,5-10%,0.029,5.16,9.026342124,37.93,0.196,61.34,108.41,3.93,61.38,67.55,0.0,0.0,1331.155355,66.5,255.583202,6.18,0.0,0.0,16.5,63.64,0.05,26.37,12.0,90.16,0.0,0.0,32.73,4.03,26.89,25.52,17.45,2.29,3.26,6.43,5.11,3.4,13.09,5.2,38.62,10.1,9.46,5.1,37.78,10.9,16.1,15.81,1.64,4.25
2023-05-29,7424,6085511702,2665,Santa Clara,94024,Los Altos,-122.0975545,37.3534664,6.59,6.38,5-10%,0.035,13.62,7.852113087,12.11,0.133,46.65,280.78,15.56,40.62,38.04,0.05,19.48,312.8463237,40.41,879.3816311,49.91,0.0,0.0,28.75,79.25,0.0,0.0,4.0,44.59,0.0,0.0,27.9,3.43,16.23,8.53,0.4,6.06,76.44,6.47,5.3,0.5,0.61,3.0,23.92,2.7,0.11,3.7,19.73,6.9,3.73,18.5,1.92,6.43
2023-09-23,7425,6085510803,2579,Santa Clara,94306,Palo Alto,-122.1184581,37.4205589,6.59,6.37,5-10%,0.034,11.46,8.268726954,17.56,0.135,47.29,365.73,29.98,44.61,43.37,0.0,0.0,88.42503357,25.43,539.4349019,23.88,0.0,0.0,13.3,56.59,0.0,0.0,2.0,24.15,0.0,0.0,21.96,2.7,5.85,16.08,4.75,4.72,44.47,6.47,5.3,4.2,17.34,8.6,55.45,14.9,20.19,1.3,1.57,17.6,49.62,23.5,2.44,11.68
2023-01-27,7426,6085506604,7823,Santa Clara,95130,San Jose,-121.9867326,37.2807949,6.58,6.36,5-10%,0.038,19.85,8.066948524,14.36,0.089,33.09,289.69,18.44,42.9,41.19,0.08,22.03,119.0219981,29.09,1234.89916,70.05,0.0,0.0,32.5,82.36,0.1,41.46,2.0,24.15,0.0,0.0,30.54,3.76,21.67,23.27,13.46,4.02,27.12,6.52,5.55,3.8,15.16,6.9,47.47,10.8,10.98,1.5,2.11,10.9,16.1,16.87,1.75,5.08
2023-01-18,7427,6085504202,4480,Santa Clara,95127,San Jose,-121.7922139,37.3764316,6.57,6.34,5-10%,0.04,26.38,8.047037897,14.03,0.012,4.44,490.25,48.15,40.43,37.77,0.03,16.05,62.43883387,22.63,111.1647383,1.36,0.0,0.0,0.6,5.52,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.8,0.65,40.69,42.53,5.02,52.85,9.39,24.55,11.6,46.08,10.9,64.83,8.4,6.01,4.3,27.44,8.8,8.3,35.25,3.66,27.83
2023-07-20,7428,6013340002,7595,Contra Costa,94597,Walnut Creek,-122.0844254,37.9107096,6.57,6.33,5-10%,0.035,14.44,8.806077555,32.99,0.187,59.71,250.93,9.6,35.1,30.4,0.01,10.1,779.082662,56.13,1705.496199,82.11,3.25,34.55,9.65,46.55,0.075,30.23,1.0,13.12,0.0,0.0,32.92,4.05,27.38,21.04,10.39,3.87,23.66,6.39,4.9,1.2,2.58,3.0,23.92,8.6,6.48,4.3,27.44,14.0,30.96,15.63,1.62,4.17
2023-03-13,7429,6085511301,3939,Santa Clara,94301,Palo Alto,-122.1533718,37.4431603,6.56,6.32,5-10%,0.032,9.86,8.170831243,15.91,0.186,59.48,365.73,29.98,38.85,35.26,0.0,0.0,98.48089853,27.04,510.0149433,21.71,9.0,60.78,10.0,48.91,0.1,41.46,3.0,34.11,0.0,0.0,28.95,3.56,18.43,8.4,0.34,3.67,19.59,6.56,5.75,3.8,15.16,2.8,22.13,16.0,22.39,3.8,20.89,18.6,54.21,17.76,1.84,5.79
2023-10-22,7430,6001451704,4446,Alameda ,94550,Livermore,-121.7900626,37.6621232,6.56,6.31,5-10%,0.043,33.28,8.379389937,19.75,0.111,40.51,463.84,44.66,28.05,21.5,5.02,54.76,108.2929687,28.08,479.8297805,19.43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.15,0.0,0.0,23.44,2.89,7.74,31.1,27.01,3.46,15.49,10.43,33.5,4.4,18.16,1.9,14.42,7.1,3.92,5.1,37.78,11.4,18.39,21.93,2.27,10.0
2023-10-01,7435,6085502908,7255,Santa Clara,95124,San Jose,-121.9087056,37.2593174,6.51,6.24,5-10%,0.039,22.59,8.189735619,16.23,0.141,48.86,289.69,18.44,53.42,56.23,0.41,34.06,63.80383427,22.75,759.0248769,41.14,6.0,49.09,1.0,9.6,0.1,41.46,0.0,0.0,0.0,0.0,28.37,3.49,17.2,25.58,17.51,3.36,13.91,7.68,11.39,6.0,25.56,6.4,44.88,12.0,13.62,2.4,6.9,11.2,17.54,17.98,1.86,5.96
2023-05-12,7436,6085511400,3506,Santa Clara,94301,Palo Alto,-122.1435946,37.4359497,6.49,6.23,5-10%,0.033,10.5,8.153724224,15.57,0.161,53.95,365.73,29.98,54.22,57.49,0.0,0.0,95.86100007,26.51,625.6120415,30.23,14.25,75.99,57.3,92.37,0.135,48.0,2.0,24.15,0.0,0.0,34.72,4.27,32.38,9.56,0.66,4.42,36.41,6.29,4.54,0.9,1.62,4.7,35.73,7.9,5.2,4.0,23.29,9.7,11.38,14.66,1.52,3.57
2023-07-16,7437,6041102202,6238,Marin ,94945,Novato,-122.5912651,38.1166035,6.49,6.22,5-10%,0.031,7.68,8.287973911,17.93,0.033,11.75,172.55,4.94,43.78,42.12,0.0,0.0,137.5119985,30.65,337.8875953,10.21,9.0,60.78,9.25,45.72,0.0,0.0,1.0,13.12,0.0,0.0,18.42,2.27,2.61,33.24,30.75,4.81,47.1,8.19,14.68,7.3,30.78,,,12.8,15.2,4.8,33.92,11.2,17.54,27.6,2.86,16.81
2023-08-07,7443,6085503326,7318,Santa Clara,95148,San Jose,-121.7642787,37.32486,6.47,6.14,5-10%,0.041,28.19,8.123079192,15.17,0.023,8.13,520.03,50.67,16.57,9.0,0.0,0.0,54.5055008,21.78,405.1115557,14.5,1.75,24.83,3.0,22.97,0.0,0.0,0.0,0.0,0.0,0.0,15.47,1.9,1.0,26.77,19.6,6.03,75.76,7.73,11.84,10.7,43.02,10.9,64.83,8.3,5.79,2.9,11.06,12.7,24.16,32.75,3.4,23.9
2023-10-09,7447,6081605600,5909,San Mateo,94010,Burlingame,-122.3691594,37.5649612,6.44,6.09,5-10%,0.029,5.25,8.261937576,17.41,0.06,21.92,719.94,74.48,40.57,37.98,0.0,0.0,244.3883311,36.81,707.0173138,36.64,0.7,10.98,14.9,59.22,0.0,0.0,10.0,84.2,0.0,0.0,29.5,3.63,19.68,21.75,11.42,2.97,8.85,7.47,10.01,3.8,15.16,5.7,41.33,6.0,2.27,4.9,35.13,13.2,26.79,17.12,1.77,5.25
2023-11-22,7454,6013355115,7865,Contra Costa,94582,San Ramon,-121.9127563,37.7631598,6.4,6.0,5-10%,0.041,26.7,8.521646366,23.36,0.013,4.77,369.27,30.51,15.34,7.91,0.0,0.0,422.5826721,44.17,688.9561356,35.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,1.77,0.55,22.74,12.84,5.85,72.08,9.38,24.44,2.2,6.7,10.3,62.69,16.2,22.91,5.3,40.34,14.5,33.9,34.88,3.62,27.23
2023-10-05,7455,6055201402,3055,Napa ,94558,Napa,-122.2248403,38.3226754,6.4,5.99,5-10%,0.037,17.95,8.880715472,34.75,0.023,8.26,681.04,66.8,38.35,34.69,25.33,67.87,659.5236714,52.69,147.985131,2.38,0.0,0.0,3.0,22.97,0.0,0.0,3.0,34.11,0.0,0.0,27.59,3.4,15.54,42.75,45.84,2.47,4.29,11.77,44.25,,,0.0,0.0,9.9,9.05,1.1,0.99,9.2,9.55,18.18,1.88,6.15
2023-11-17,7459,6055200703,2840,Napa ,94558,Napa,-122.3294424,38.3098473,6.38,5.94,5-10%,0.036,14.47,9.582159025,45.24,0.028,9.81,394.03,33.75,19.41,11.45,2.09,48.1,634.1403401,51.72,264.1475428,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,2.27,2.63,48.15,53.79,4.42,36.41,13.32,55.98,1.3,2.97,0.0,0.0,6.8,3.56,3.4,16.1,7.5,4.91,27.12,2.81,16.18
2023-05-27,7470,6013338204,6277,Contra Costa,94598,Walnut Creek,-122.0467663,37.9190883,6.29,5.8,5-10%,0.037,17.19,8.87156325,34.52,0.116,42.12,290.58,18.58,24.45,16.99,0.0,6.16,809.721334,57.01,1130.158929,65.54,7.1,53.12,12.2,54.04,0.125,46.92,1.0,13.12,0.0,0.0,32.66,4.02,26.81,20.12,9.43,3.42,14.9,7.24,8.89,2.4,7.63,4.2,32.23,7.6,4.65,4.3,27.44,12.6,23.64,15.09,1.57,3.85
2023-08-03,7478,6085511905,3191,Santa Clara,95120,San Jose,-121.8583281,37.2147347,6.23,5.7,5-10%,0.04,24.39,7.925101697,12.63,0.121,43.62,289.69,18.44,19.97,11.99,0.0,0.0,36.68970107,18.86,748.0302703,40.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.12,0.0,0.0,15.05,1.85,0.9,18.02,6.62,7.89,96.02,8.39,16.33,2.2,6.7,8.4,54.47,7.3,4.23,5.5,42.51,11.3,17.91,32.41,3.36,23.43
2023-01-25,7480,6085507301,6690,Santa Clara,95070,Saratoga,-122.0078856,37.2589677,6.21,5.67,5-10%,0.038,20.0,7.672991132,10.73,0.06,21.71,289.69,18.44,37.02,32.93,0.3,31.81,132.6003342,30.33,970.0616578,56.19,2.0,27.73,30.0,80.23,0.0,0.0,2.0,24.15,0.0,0.0,27.32,3.36,14.96,10.49,1.02,1.7,1.09,5.98,3.46,4.2,17.34,12.4,69.64,11.1,11.58,6.2,51.22,11.6,19.19,17.83,1.85,5.86
2023-10-06,7487,6081603300,6416,San Mateo,94044,Pacifica,-122.4857197,37.5808674,6.17,5.59,5-10%,0.029,5.14,8.13146381,15.26,0.038,13.63,242.94,8.94,41.71,39.62,0.0,0.0,210.1266683,35.01,1042.642683,60.63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.12,0.2,8.4,16.29,2.0,1.33,53.97,61.35,4.6,41.15,10.15,31.03,4.9,20.52,0.7,4.09,9.6,8.34,3.2,14.05,13.3,27.35,29.69,3.08,19.52
2023-03-03,7489,6097151602,3129,Sonoma ,95409,Santa Rosa,-122.5987997,38.4219565,6.17,5.56,5-10%,0.033,10.86,7.206361365,7.78,0.034,12.21,671.78,65.24,11.0,4.68,4.46,53.69,5.2115499,9.39,435.5144699,16.3,0.0,0.0,0.5,4.99,0.0,0.0,5.0,52.0,0.0,0.0,18.81,2.32,2.9,32.63,29.74,,,7.89,12.79,3.0,10.94,1.5,11.19,14.0,18.13,14.5,95.09,10.7,15.28,25.69,2.66,14.4
2023-02-20,7493,6001451703,4331,Alameda ,94550,Livermore,-121.8009991,37.6672948,6.12,5.51,5-10%,0.043,32.62,8.27838412,17.7,0.105,38.74,463.54,44.47,30.83,24.92,3.43,51.86,118.7690659,29.08,625.6507146,30.26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.15,0.0,0.0,24.08,2.96,8.76,31.1,27.01,4.41,36.14,10.43,33.5,0.5,0.61,,,8.2,5.64,3.7,19.73,7.3,4.53,19.92,2.07,7.91
2023-06-15,7499,6055201101,2123,Napa ,94558,Napa,-122.345438,38.3072684,6.08,5.44,5-10%,0.035,14.04,9.05293192,38.47,0.017,6.05,394.03,33.75,25.11,17.68,138.16,78.87,621.1673279,51.23,129.8142529,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17,2.48,4.0,48.15,53.79,0.92,0.12,13.32,55.98,5.3,22.4,0.5,1.98,6.3,2.65,3.4,16.1,9.4,10.17,23.64,2.45,11.78
2023-11-30,7502,6013334200,7719,Contra Costa,94595,Walnut Creek,-122.0543368,37.8736123,6.07,5.4,5-10%,0.036,15.48,8.722211783,30.63,0.233,67.64,108.76,3.99,48.18,48.9,0.0,0.0,664.0343221,52.83,2704.22504,94.16,1.0,18.72,23.25,73.42,0.15,50.18,1.0,13.12,0.0,0.0,36.5,4.49,37.19,20.85,10.14,4.26,32.76,6.62,6.02,1.7,4.58,0.6,2.95,7.2,4.07,3.7,19.73,11.2,17.54,13.04,1.35,2.52
2023-11-05,7505,6001450701,8663,Alameda ,94550,Livermore,-121.8054596,37.5511338,6.05,5.36,5-10%,0.042,29.61,7.817379185,11.79,0.042,15.31,640.29,60.93,8.49,2.9,1.25,44.09,68.20299913,23.21,2050.574274,87.89,4.5,42.96,56.0,92.03,0.6,75.01,3.0,34.11,8.0,86.86,45.04,5.54,62.12,19.59,8.76,2.69,5.95,6.9,7.22,3.9,15.74,6.5,45.32,4.2,0.83,2.3,6.24,4.0,0.57,10.52,1.09,1.37
2023-10-15,7506,6085508301,4672,Santa Clara,94087,Sunnyvale,-122.0571249,37.344829,6.04,5.35,5-10%,0.036,15.08,8.02400443,13.7,0.197,61.46,610.96,58.56,47.52,47.8,0.0,0.0,311.5256653,40.32,1147.002042,66.26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.59,0.0,0.0,28.24,3.48,16.89,12.22,1.72,4.29,33.44,7.26,9.07,3.6,14.12,6.1,43.45,6.6,3.2,4.3,27.44,7.9,5.79,16.77,1.74,4.98
2023-01-08,7510,6085503330,8177,Santa Clara,95135,San Jose,-121.7397981,37.3090443,6.02,5.3,5-10%,0.042,29.87,7.713064167,11.05,0.023,8.43,409.89,36.92,12.49,5.64,0.0,1.83,41.77093253,20.03,384.0571579,13.13,1.75,24.83,0.0,0.0,0.0,0.0,1.0,13.12,0.0,0.0,13.1,1.61,0.29,26.37,18.92,6.3,80.34,11.18,39.32,7.6,31.97,7.5,50.45,7.0,3.74,5.3,40.34,6.2,2.59,36.01,3.73,29.05
2023-10-22,7511,6075020402,4675,San Francisco,94131,San Francisco,-122.4444148,37.7528357,6.02,5.28,5-10%,0.028,2.79,8.592869137,25.65,0.179,58.02,257.97,13.56,42.13,40.11,0.0,0.0,482.9816691,46.17,693.0614301,35.48,0.0,0.0,0.7,5.71,0.0,0.0,0.0,0.0,0.0,0.0,18.86,2.32,2.92,19.44,8.59,6.7,86.54,5.43,1.92,2.5,8.21,4.1,31.47,14.7,19.67,0.3,0.05,13.6,28.97,25.01,2.59,13.51
2023-07-08,7512,6013350000,6203,Contra Costa,94549,Lafayette,-122.1364828,37.879801,6.02,5.27,5-10%,0.033,10.63,8.764232542,31.81,0.085,31.82,108.41,3.93,52.57,54.77,0.03,15.97,724.0879924,54.76,1163.499034,67.04,9.0,60.78,27.75,78.34,0.0,0.0,2.0,24.15,0.0,0.0,33.45,4.12,28.76,16.2,4.82,3.79,21.82,5.93,3.25,3.3,12.41,1.1,7.56,11.0,11.34,1.8,3.31,19.1,56.53,14.1,1.46,3.17
2023-08-09,7518,6013360102,4318,Contra Costa,94803,El Sobrante,-122.2658347,37.9682566,5.99,5.2,5-10%,0.031,8.67,8.783705781,32.42,0.023,8.33,108.41,3.93,21.44,13.56,0.0,0.0,1046.073303,62.1,280.1119167,7.26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.15,0.0,0.0,12.97,1.6,0.25,47.55,52.89,4.74,45.06,10.45,33.6,6.1,25.95,5.2,38.62,9.2,7.63,8.0,69.34,4.7,0.92,36.17,3.75,29.37
2023-01-16,7524,6081612500,4454,San Mateo,94025,Menlo Park,-122.177794,37.455699,5.95,5.12,5-10%,0.032,8.94,8.087812198,14.59,0.183,58.64,642.01,61.0,55.21,58.76,0.0,0.0,94.61103313,26.34,641.4252686,31.5,51.75,96.46,49.0,90.24,0.1,41.46,3.0,34.11,0.0,0.0,39.13,4.82,45.33,22.82,12.94,3.74,20.89,6.11,3.91,0.9,1.62,2.1,16.42,7.4,4.41,2.1,4.85,13.6,28.97,11.92,1.24,1.9
2023-05-20,7528,6081611200,2855,San Mateo,94061,Redwood City,-122.2345855,37.4564906,5.91,5.07,5-10%,0.031,8.11,8.108783051,15.0,0.051,18.27,664.37,63.7,65.62,73.54,0.0,0.0,89.0219981,25.54,476.9616357,19.14,0.0,0.0,30.0,80.23,0.0,0.0,0.0,0.0,0.0,0.0,23.96,2.95,8.57,42.36,45.18,3.72,20.52,8.38,16.16,2.8,9.74,1.9,14.42,10.3,9.89,3.2,14.05,9.0,8.89,19.34,2.01,7.26
2023-04-14,7529,6001421400,1642,Alameda ,94707,Berkeley,-122.270922,37.8883409,5.9,5.06,5-10%,0.029,5.28,8.944022196,36.05,0.076,28.3,108.41,3.93,59.88,65.36,0.0,0.0,1146.367004,63.87,123.2718616,1.66,0.2,3.12,3.5,25.13,0.0,0.0,2.0,24.15,0.0,0.0,20.53,2.53,4.39,14.57,3.4,5.97,74.52,4.97,1.0,3.7,14.61,,,11.9,13.38,4.6,31.32,10.8,15.72,22.53,2.34,10.66
2023-12-14,7535,6085503334,8828,Santa Clara,95138,San Jose,-121.7688495,37.2791433,5.87,4.98,1-5% (lowest scores),0.041,28.16,8.040509212,13.95,0.029,10.43,405.76,35.82,5.64,1.45,4.73,54.15,40.7781334,19.75,1093.611496,63.64,3.6,36.5,0.5,4.99,0.0,0.0,3.0,34.11,2.0,51.98,27.45,3.38,15.31,22.0,11.73,3.47,15.67,6.96,7.47,4.7,19.58,5.3,39.2,3.5,0.35,5.7,44.89,7.7,5.36,16.75,1.74,4.96
2023-07-11,7538,6041124200,5948,Marin ,94920,Belvedere Tiburon,-122.4494238,37.8785872,5.86,4.94,1-5% (lowest scores),0.029,4.65,8.60833696,26.38,0.081,30.3,350.71,28.64,31.98,26.5,0.0,0.0,1478.631633,68.15,740.9792529,39.58,12.0,70.69,24.0,74.32,0.0,0.0,12.0,90.16,1.3,36.8,36.82,4.53,38.13,19.4,8.55,3.64,19.0,7.69,11.44,0.4,0.37,0.8,4.97,11.4,12.26,3.9,22.06,11.8,20.05,12.47,1.29,2.13
2023-07-13,7539,6013355301,8542,Contra Costa,94521,Concord,-121.9702207,37.9368163,5.86,4.93,1-5% (lowest scores),0.039,22.13,8.600932065,26.07,0.012,4.56,252.41,9.97,21.65,13.8,0.0,0.0,797.753662,56.64,949.9048262,55.05,0.0,0.0,15.0,60.64,0.0,0.0,2.0,24.15,0.0,0.0,21.34,2.63,5.14,41.79,44.42,2.73,6.34,10.26,31.99,0.6,0.78,2.6,20.87,8.5,6.33,5.6,43.81,7.7,5.36,21.51,2.23,9.65
2023-11-29,7540,6081608700,7153,San Mateo,94002,Belmont,-122.2883303,37.5208293,5.85,4.92,1-5% (lowest scores),0.03,6.46,8.341632719,18.98,0.121,43.68,299.86,19.46,47.29,47.44,0.0,0.0,247.9619954,37.1,597.3781823,28.21,11.75,67.62,77.45,95.43,0.0,0.0,1.0,13.12,0.0,0.0,28.52,3.51,17.47,22.7,12.72,2.31,3.4,6.34,4.7,6.1,25.95,5.7,41.33,11.6,12.78,5.0,36.44,9.2,9.55,16.07,1.67,4.46
